,Address,Lat,Lng,Name,Avgscore
2524,"35 Orchard StNew York, NY 10002",40.715755,-73.9916,Cheeky Sandwiches,9.0
2525,"129 Rivington StNew York, NY 10002",40.719534,-73.986977,Tiny's Giant Sandwich Shop,8.0
2526,"99 Rivington StNew York, NY 10002",40.720031,-73.9885,Wolfnights,8.0
2527,"379 Columbia StBrooklyn, NY 11231",40.678944,-74.0053,Defontes,9.0
2528,"150 E 44th StNew York, NY 10017",40.752122,-73.974231,Potbelly Sandwich Shop,7.0
2529,"494 Hudson StNew York, NY 10014",40.732812,-74.00614499999999,Sanpanino,8.0
2530,"32 E 7th StNew York, NY 10003",40.728204999999996,-73.989212,Le Petit Parisien,9.0
2531,"1384 1st AveNew York, NY 10021",40.768871000000004,-73.954775,Best Health Gourmet Deli,8.0
2532,"114 Greenpoint AveBrooklyn, NY 11222",40.729797,-73.9562,The Blue Light Speak Cheesy,10.0
2533,"62 Pearl StNew York, NY 10004",40.703416,-74.010962,Shorty's,8.0
2534,"308 W 50th StNew York, NY 10019",40.762443,-73.986967,Blue Dog Kitchen Bar,8.0
2535,"740 Driggs AveBrooklyn, NY 11211",40.712668,-73.96079399999999,Bunk,9.0
2536,"77 N 6th StBrooklyn, NY 11211",40.71902,-73.9608,House of Small Wonder,8.0
2537,"469 Columbus AvenueNew York, NY 10024",40.784114,-73.97348199999999,Lenwich,7.0
2538,"1070 2nd AveNew York, NY 10022",40.758732,-73.965402,NY Jumbo Bagels,8.0
2539,"284 Mulberry StNew York, NY 10012",40.724419,-73.994899,La Churreria,8.0
2540,"523 Washington StHoboken, NJ 07030",40.742945,-74.029138,Midtown Philly Steaks,8.0
2541,"135 W 50th StNew York, NY 10019",40.760976,-73.982314,Pret A Manger,8.0
2542,"62 West 45th StreetNew York, NY 10036",40.756252,-73.98204100000001,Pret A Manger,8.0
2543,"453 W 54th StNew York, NY 10019",40.767075,-73.989468,Cafe Ole,8.0
2544,"6001 Kennedy Blvd EWest New York, NJ 07093",40.785333,-74.008574,MAD,8.0
2545,"250 W 43rd StNew York, NY 10036",40.757323,-73.988495,Lucky Star Cafe,8.0
2546,"94 Ave BNew York, NY 10003",40.724595,-73.981584,Sunny and Annie's,9.0
2547,"757 3rd AveNew York, NY 10017",40.753783,-73.971406,Bread & Butter,6.0
2548,"511 E 12th StNew York, NY 10009",40.728929,-73.98060100000001,Raclette,8.0
2549,"17 E 13th StNew York, NY 10003",40.735029,-73.99296,La Maison du Croque Monsieur,8.0
2550,"26 W 33rd StNew York, NY 10001",40.747931,-73.985889,Market Crates,8.0
2551,"25 E 73rd StNew York, NY 10021",40.772775,-73.96513399999999,Via Quadronno,8.0
2552,"17 Ann StNew York, NY 10038",40.711002,-74.0077,Sandwich House,8.0
2553,"238 Madison AveNew York, NY 10016",40.749964,-73.981729,Piccolo Cafe,7.0
2554,"326 W 47th StNew York, NY 10036",40.760826,-73.98898,Fresh From Hell,9.0
2555,"886 9th AveNew York, NY 10019",40.768165,-73.985224,Lunch Box,8.0
2556,"202 W 40th StNew York, NY 10018",40.754867,-73.988716,Lenwich,8.0
2557,"211 E 14th StNew York, NY 10003",40.733163,-73.98615799999999,Bite,8.0
2558,"335 Lafayette StNew York, NY 10012",40.725731,-73.9946,Bite,8.0
2559,"1120 Ave Of The AmericasNew York, NY 10036",40.755392,-73.983188,Crave Sandwiches,7.0
2560,"40 Gold StNew York, NY 10038",40.708728,-74.0057,Bocadillo,9.0
2561,"96 Saint Marks PlNew York, NY 10009",40.727532000000004,-73.98481899999999,Xe May Sandwich Shop,9.0
2562,"65 E 55th StNew York, NY 10022",40.760858,-73.972,Aquavit,8.0
2563,"615 Manhattan AveBrooklyn, NY 11222",40.723394,-73.9508,Luksus,8.0
2564,"615 Manhattan AveBrooklyn, NY 11222",40.723394,-73.950856,Luksus,8.0
2565,"89 E 42nd StNew York, NY 10017",40.752528000000005,-73.97800000000001,Agern,8.0
2566,"89 E 42nd StNew York, NY 10017",40.752528000000005,-73.978096,Agern,8.0
2567,"47 S 5th StBrooklyn, NY 11249",40.712488,-73.96641899999999,Aska,10.0
2568,"95 1st AveNew York, NY 10003",40.726313,-73.9864,Upstate,9.0
2569,"142 Mercer StNew York, NY 10012",40.724612,-73.9985,Lure Fishbar,8.0
2570,"280 Bleecker StNew York, NY 10014",40.731734,-74.0034,Fish,8.0
2571,"210 Spring StreetNew York, NY 10012",40.725308,-74.0038,Aquagrill,8.0
2572,"96 2nd AveNew York, NY 10003",40.726997,-73.9884,The Mermaid Inn,8.0
2573,"242 E 81st StNew York, NY 10028",40.774783,-73.9546,Luke's Lobster,8.0
2574,"26 S William StNew York, NY 10004",40.704621,-74.0107,Luke's Lobster,9.0
2575,"18 Cornelia StNew York, NY 10014",40.731334000000004,-74.0019,Pearl Oyster Bar,8.0
2576,"154 W 13th StNew York, NY 10011",40.737437,-73.9996,Flex Mussels,8.0
2577,"426 Amsterdam AveNew York, NY 10024",40.784240000000004,-73.977868,Luke's Lobster,8.0
2578,"1073 Manhattan AveBrooklyn, NY 11222",40.735386,-73.9553,Lobster Joint,8.0
2579,"945 2nd AveNew York, NY 10022",40.755136,-73.9686,Crave Fishbar,8.0
2580,"390 Broome StNew York, NY 10013",40.720759,-73.997002,Seamore's,8.0
2581,"6388 Woodhaven BlvdRego Park, NY 11374",40.722134000000004,-73.8675,London Lennie's,7.0
2582,"254 5th AveNew York, NY 10001",40.744982,-73.987466,L & W Oyster Co.,8.0
2583,"120 W 49th StNew York, NY 10020",40.759797,-73.9825,Oceana,7.0
2584,"44 W 63rd StNew York, NY 10023",40.771511,-73.982442,Ed's Chowder House,7.0
2585,"1 W 59th StNew York, NY 10019",40.76465,-73.9743,Luke's Lobster,8.0
2586,"613 Franklin AveBrooklyn, NY 11238",40.67735,-73.9554,The Crabby Shack,8.0
2587,"420 Hudson StNew York, NY 10014",40.730307,-74.0068,The Clam,9.0
2588,"833 Union StBrooklyn, NY 11215",40.674881,-73.9763,Crab Spot Restaurant,7.0
2589,"207 e 43rd stNew York, NY 10017",40.751526,-73.9732,Luke's Lobster,8.0
2590,"11 Water StBrooklyn, NY 11201",40.703456,-73.9943,Luke's Lobster,8.0
2591,"684 St. Nicholas AveNew York, NY 10030",40.823728,-73.944681,Famous Fish Market,8.0
2592,"271 Adelphi StBrooklyn, NY 11205",40.689389,-73.9708,Wallabout Seafood,9.0
2593,"428 Amsterdam AveNew York, NY 10024",40.784301,-73.9778,Crave Fishbar,8.0
2594,"169 Thompson StNew York, NY 10012",40.727688,-74.0004,ZZ's Clam Bar,9.0
2595,"200 5th AveManhattan, NY 10010",40.742189,-73.989886,Il Pesce,8.0
2596,"700 8th AveNew York, NY 10036",40.758764,-73.98823,Luke's Lobster,8.0
2597,"271 W 119th StNew York, NY 10026",40.806208000000005,-73.9532,B2 Harlem,9.0
2598,"413 E 12th StNew York, NY 10009",40.729852,-73.98265400000001,Zadie's Oyster Room,9.0
2599,"149-11A 41st AveFlushing, NY 11355",40.762204,-73.815404,GUPJI,10.0
2600,"169 Thompson StNew York, NY 10012",40.727688,-74.000466,ZZ's Clam Bar,9.0
2601,"19 West 49th St.New York, NY 10020",40.758540999999994,-73.9785,The Sea Grill,7.0
2602,"34-21 34th AveAstoria, NY 11106",40.758316,-73.9241,Mar's,8.0
2603,"97 Sullivan StNew York, NY 10012",40.725456,-74.003,Blue Ribbon Brasserie,9.0
2604,"500 E 30th StNew York, NY 10016",40.740363,-73.9724,The Water Club,7.0
2605,"541 River RdEdgewater, NJ 07020",40.812515999999995,-73.97946,Mitchell's Fish Market,6.0
2606,"633 3rd AveNew York, NY 10017",40.749541,-73.9751,Docks Oyster Bar and Seafood Grill,7.0
2607,"31 Union Square WNew York, NY 10003",40.73687,-73.991,Metropolis Oyster Room & Cocktail Bar,9.0
2608,"570 Amsterdam AveNew York, NY 10024",40.788739,-73.97444899999999,The Mermaid Inn,8.0
2609,"39 W 19th StNew York, NY 10011",40.740156,-73.9933,Burger & Lobster,9.0
2610,"2 Knickerbocker AveBrooklyn, NY 11237",40.707519,-73.932,Cape House,9.0
2611,"39-16 College Point BlvdFlushing, NY 11354",40.758472,-73.8347,Naked Crab,9.0
2612,"75 Murray StNew York, NY 10007",40.714826,-74.0105,Caviarteria,8.0
2613,"75 Murray StNew York, NY 10007",40.714826,-74.010537,Caviarteria,8.0
2614,"2007 127th StCollege Point, NY 11356",40.781433,-73.84100000000001,Lulu Seafood Restaurant,7.0
2615,"111 South StNew York, NY 10038",40.70711,-74.0018,Fishmarket Restaurant,9.0
2616,"180 W StBrooklyn, NY 11222",40.73317,-73.9595,Achilles Heel,7.0
2617,"1825 2nd AveNew York, NY 10128",40.783412,-73.94795699999999,Vinus and Marc,8.0
2618,"1210 Washington StUptown Hoboken, NJ 07030",40.751658,-74.02689000000001,Stingray Lounge,9.0
2619,"174 E 82nd StNew York, NY 10028",40.776303000000006,-73.9565,Flex Mussels,8.0
2620,"125TH And 7th AveNew York, NY 10027",40.8091,-73.948809,Harlem Seafood Soul,9.0
2621,"144 Union StBrooklyn, NY 11231",40.683907,-74.00184,Petite Crevette,8.0
2622,"92 W Houston StNew York, NY 10012",40.72729,-73.9999,The Folly,8.0
2623,"32-10 36th AveAstoria, NY 11106",40.756027,-73.928591,Psari Seafood Restaurant & Bar,8.0
2624,"259 W 4th StNew York, NY 10014",40.735396,-74.0031,Extra Virgin,8.0
2625,"3307 Ditmars BlvdAstoria, NY 11105",40.775321999999996,-73.9092,Taverna Kyclades,8.0
2626,"141 E 48th StNew York, NY 10017",40.755117,-73.9725,Avra Estiatorio,8.0
2627,"125 W 55th StNew York, NY 10019",40.76372,-73.9788,Estiatorio Milos,8.0
2628,"179 Franklin StNew York, NY 10013",40.719308000000005,-74.009597,Thalassa Restaurant,8.0
2629,"263 W 19th StNew York, NY 10011",40.742802000000005,-73.999674,Wisefish Poke,8.0
2630,"101 Liberty StNew York, NY 10006",40.709708,-74.0116,Il Pesce,6.0
2631,"581 Vanderbilt AveBrooklyn, NY 11238",40.680299,-73.9675,Tygershark,9.0
2632,"122 E 7th StNew York, NY 10009",40.726255,-73.9843,Desnuda,8.0
2633,"222 W 79th StNew York, NY 10024",40.783312,-73.9794,FishTag,8.0
2634,"1901 Emmons AveBrooklyn, NY 11235",40.583877,-73.9492,Cipura Restaurant,8.0
2635,"409 W 15th StNew York, NY 10011",40.742072,-74.0056,Los Mariscos,10.0
2636,"2570 Coney Island AveBrooklyn, NY 11223",40.594327,-73.9609,Chateau De Capitaine,8.0
2637,"221 S 1st StBrooklyn, NY 11211",40.713046000000006,-73.9589,Desnuda,8.0
2638,"856 Ninth AveNew York, NY 10019",40.766846,-73.9861,Blue Seafood Bar,7.0
2639,"835 6th AveNew York, NY 10001",40.746846999999995,-73.9901,Lupulo,7.0
2640,"1196 BroadwayNew York, NY 10001",40.74607,-73.9883,The John Dory Oyster Bar,6.0
2641,"303 W 116th StNew York, NY 10026",40.804865,-73.95567700000001,LoLo's Seafood Shack,8.0
2642,"114 Nassau AveGreenpoint, NY 11222",40.724128,-73.949119,Greenpoint Fish & Lobster,8.0
2643,"81-04 Roosevelt AveJackson Heights, NY 11373",40.747338,-73.884579,Jose Fish Market,9.0
2644,"57 W 58th StNew York, NY 10019",40.764958,-73.9762,Quality Meats,8.0
2645,"57 W 58th StNew York, NY 10019",40.764958,-73.976206,Quality Meats,8.0
2646,"158 E 48th StNew York, NY 10017",40.754701000000004,-73.9722,The Seafire Grill,9.0
2647,"1600 3rd AveNew York, NY 10021",40.781374,-73.952504,Parlor Steak and Fish,7.0
2648,"125 W 44th StNew York, NY 10036",40.756847,-73.9841,Hunt & Fish Club,8.0
2649,"125 W 44th StNew York, NY 10036",40.756847,-73.984111,Hunt & Fish Club,8.0
2650,"123 W 52nd StNew York, NY 10019",40.761728999999995,-73.9806,Ocean Prime,8.0
2651,"31 Union Sq WNew York, NY 10003",40.736714,-73.990849,Blue Water Grill,8.0
2652,"1341 3rd AveNew York, NY 10075",40.772458,-73.95833,Atlantic Grill,7.0
2653,"55 Bond StNew York, NY 10012",40.725708000000004,-73.992681,Fish Cheeks,8.0
2654,"298 Bedford AveBrooklyn, NY 11211",40.714206,-73.9616,Maison Premiere,8.0
2655,"179 E Houston StNew York, NY 10002",40.722609000000006,-73.9882,Russ & Daughters,9.0
2656,"37-10 33rd StLong Island City, NY 11101",40.754072,-73.9297,Astoria Seafood,8.0
2657,"5-43 48th AveLong Island City, NY 11101",40.744419,-73.9541,Greenpoint Fish & Lobster Co.,10.0
2658,"24 W 56th StNew York, NY 10019",40.762769,-73.9759,Joe's Shanghai,7.0
2659,"14A Elizabeth StNew York, NY 10013",40.715907,-73.997383,Shanghai Asian Cuisine,8.0
2660,"148 Lawrence StBrooklyn, NY 11201",40.69182,-73.9863,Yaso Tangbao,8.0
2661,"21 Division StNew York, NY 10002",40.714013,-73.9964,21 Shanghai House,8.0
2662,"21 Mott StNew York, NY 10013",40.714395,-73.999,Shanghai Asian Manor,8.0
2663,"135 Watts StNew York, NY 10013",40.724081,-74.0098,China Blue,8.0
2664,"103 Washington StNew York, NY 10006",40.708419,-74.0141,Tipsy Shanghai,8.0
2665,"Front St & Pine StNew York, NY 10005",40.705604,-74.006424,Veronica's Kitchen,8.0
2666,"486 Malcolm X BlvdNew York, NY 10037",40.813288,-73.94097,Manna's Soul Food & Salad Bar,8.0
2667,"2294 Second AveNew York, NY 10035",40.798066,-73.936836,SpaHa Soul,9.0
2668,"120 Essex StNew York, NY 10002",40.718833000000004,-73.9878,Peasant Stock,9.0
2669,"259A W 55th StNew York, NY 10019",40.765361,-73.983439,The Original Soupman,8.0
2670,"415 Tompkins AveBrooklyn, NY 11221",40.683355,-73.9438,Peaches HotHouse,8.0
2671,"593 Lorimer StBrooklyn, NY 11211",40.714591999999996,-73.9497,Brooklyn Star,8.0
2672,"2 Renwick StNew York, NY 10013",40.724491,-74.0085,Harold's Meat + Three,7.0
2673,"164 Bedford AvenueBrooklyn, NY 11211",40.718423,-73.9574,Sweet Chick,8.0
2674,"182 S 2nd StBrooklyn, NY 11211",40.712567,-73.9604,BeeHive Oven Biscuit Cafe,9.0
2675,"94 Ave CNew York, NY 10009",40.723552000000005,-73.9788,Bobwhite Counter,9.0
2676,"200 E 3rd StNew York, NY 10009",40.722671000000005,-73.983354,Root & Bone,8.0
2677,"113 W 116th StNew York, NY 10026",40.802465999999995,-73.95042099999999,Amy Ruth's,8.0
2678,"136 9th AveNew York, NY 10011",40.743669,-74.003,Salinas,8.0
2679,"268 Clinton StBrooklyn, NY 11201",40.687804,-73.9957,La Vara,8.0
2680,"934 Amsterdam AveNew York, NY 10025",40.800394,-73.96602,Acosta Restaurant,8.0
2681,"264 Suydam StBrooklyn, NY 11237",40.702064,-73.923652,Amanda's Kitchen,10.0
2682,"226 W 23rd StNew York, NY 10011",40.744415999999994,-73.9971,El Quijote,7.0
2683,"107 1st AveNew York, NY 10003",40.726852,-73.986249,Huertas,8.0
2684,"246 E 44th StNew York, NY 10017",40.751114,-73.9718,Alcala Restaurant,7.0
2685,"6 E 36th StNew York, NY 10016",40.74929,-73.983,Toledo Restaurant,7.0
2686,"408 Broome StNew York, NY 10013",40.721068,-73.9979,Despa,9.0
2687,"184 N 10th StBrooklyn, NY 11211",40.718763,-73.9551,My Moon,7.0
2688,"168 W 25th StNew York, NY 10001",40.745069,-73.994443,Milanes Spanish Restaurant,8.0
2689,"564 Grand AveBrooklyn, NY 11238",40.678859,-73.9622,Puerto Viejo,8.0
2690,"47 8th AveNew York, NY 10014",40.738543,-74.00403399999999,Barrio 47,8.0
2691,"68 5th AveBrooklyn, NY 11217",40.681071,-73.9775,Convivium Osteria,8.0
2692,"159 W 23rd StNew York, NY 10011",40.744009000000005,-73.9947,Francisco's Centro Vasco,7.0
2693,"200 Park AveNew York, NY 10166",40.753417999999996,-73.9771,La Fonda Del Sol,7.0
2694,"1123 1st AveNew York, NY 10065",40.761251,-73.960955,El Porron,8.0
2695,"361 Greenwich StNew York, NY 10013",40.719055,-74.01,Tablao,8.0
2696,"141 W 69 StNew York, NY 10023",40.776221,-73.9815,Andanada,6.0
2697,"953 2nd AveNew York, NY 10022",40.755252,-73.968451,Socarrat Paella Bar - Midtown East,7.0
2698,"359 6th AveNew York, NY 10014",40.732271000000004,-74.0008,Tertulia,7.0
2699,"125 E 17th StNew York, NY 10003",40.73587,-73.987,Bar Jamn,8.0
2700,"31-01 34th AveAstoria, NY 11106",40.759785,-73.926899,El Boqueron,8.0
2701,"52 Irving PlNew York, NY 10003",40.735928,-73.9871,Casa Mono,7.0
2702,"259 W 19th StNew York, NY 10011",40.742672999999996,-73.9997,Socarrat Paella Bar,8.0
2703,"53 W 19th StNew York, NY 10011",40.740292,-73.994,Boqueria,8.0
2704,"153 14th StHoboken, NJ 07030",40.753257,-74.027244,Lola's,7.0
2705,"651 Manhattan AveBrooklyn, NY 11222",40.724346999999995,-73.9512,El Born,9.0
2706,"293 Grand AveBrooklyn, NY 11238",40.687523,-73.9623,Mekelburg's,9.0
2707,"997 1st AveNew York, NY 10022",40.756854,-73.96422700000001,Nicola's,8.0
2708,"120 E 42nd StNew York, NY 10017",40.751595,-73.976998,Cipriani Le Specialita,8.0
2709,"11 W 8th StNew York, NY 10011",40.732822,-73.9971,Eva's Kitchen,8.0
2710,"16 1st AveNew York, NY 10009",40.72335,-73.987993,The Grayson,8.0
2711,"246 W 38th StNew York, NY 10018",40.754039,-73.990501,District Tap House,8.0
2712,"1471 1st AveNew York, NY 10075",40.770903000000004,-73.954066,American Trash,8.0
2713,"70 W 36th StNew York, NY 10036",40.750504,-73.985759,McGettigan's NYC,8.0
2714,"323 Columbia StBrooklyn, NY 11231",40.681087,-74.0042,Phil's Crummy Corner,9.0
2715,"250 Broome StNew York, NY 10002",40.71822,-73.9896,Kottu House,9.0
2716,"1221 Avenue Of The AmericasNew York, NY 10020",40.759409000000005,-73.9822,Del Frisco's Double Eagle Steak House,9.0
2717,"72 W 36th StNew York, NY 10018",40.750679,-73.9864,Keens Steakhouse,8.0
2718,"4 Park AveNew York, NY 10016",40.746878,-73.9819,Wolfgang's Steakhouse,8.0
2719,"111 E 22nd StNew York, NY 10010",40.739421,-73.986,BLT Prime,8.0
2720,"208 W 70th StNew York, NY 10023",40.777398,-73.9834,Lincoln Square Steak,9.0
2721,"89 Conselyea StBrooklyn, NY 11211",40.715059000000004,-73.9476,DeStefano's Steakhouse,9.0
2722,"409 Greenwich StNew York, NY 10013",40.721211,-74.0096,Wolfgang's Steakhouse,8.0
2723,"23 E Vanderbilt AveNew York, NY 10017",40.752990000000004,-73.977338,Michael Jordan's The Steak House NYC,6.0
2724,"15 W 44th StNew York, NY 10036",40.755324,-73.9806,Strip House,8.0
2725,"106 E 57th StNew York, NY 10022",40.761593,-73.9702,BLT Steak,7.0
2726,"157 Chrystie StNew York, NY 10002",40.720428999999996,-73.9928,Sammy's Roumanian Steakhouse,8.0
2727,"261 Water StNew York, NY 10038",40.708345,-74.0014,MarkJoseph Steakhouse,8.0
2728,"207 W 36th StNew York, NY 10018",40.752617,-73.9901,Delmonico's Kitchen,7.0
2729,"200 E 54th StNew York, NY 10022",40.757956,-73.9685,Wolfgang's Steakhouse,7.0
2730,"163 14th StHoboken, NJ 07030",40.753305,-74.027752,Dino & Harry's,7.0
2731,"119 Nassau AveBrooklyn, NY 11222",40.724464000000005,-73.94901800000001,Amber Steak House,9.0
2732,"9 Penn PlzNew York, NY 10001",40.750979,-73.993399,Nick & Stef's Steakhouse,7.0
2733,"136 Washington StNew York, NY 10006",40.709608,-74.0138,Morton's The Steakhouse,8.0
2734,"2392 21st StAstoria, NY 11105",40.776928999999996,-73.9214,Meet The Meat,9.0
2735,"540 Lexington AveNew York, NY 10022",40.755972,-73.9727,Bull & Bear Steakhouse,7.0
2736,"44 Richmond TerStaten Island, NY 10301",40.643971,-74.0768,Ruddy and Dean,7.0
2737,"109 E 56th StNew York, NY 10022",40.760785999999996,-73.9703,American Cut Midtown,7.0
2738,"1 E 161st StBronx, NY 10451",40.828773,-73.9256,NYY Steak - Yankee Stadium,7.0
2739,"315 W 46th StNew York, NY 10036",40.760329999999996,-73.98863100000001,Broadway Joe Steakhouse,5.0
2740,"315 W 36th StNew York, NY 10018",40.754057,-73.9933,Staghorn Steakhouse,7.0
2741,"1076 1st AveNew York, NY 10022",40.759299,-73.962,Four Cuts,8.0
2742,"1635 Coney Island AveBrooklyn, NY 11230",40.617481,-73.9634,Wolf & Lamb,6.0
2743,"116 E 60th StNew York, NY 10022",40.76298,-73.968753,Blu On Park,8.0
2744,"11 E 12th StNew York, NY 10003",40.734485,-73.9934,Strip House Next Door,7.0
2745,"135 E 62nd StNew York, NY 10065",40.764441999999995,-73.96708199999999,Tavern62 By David Burke,7.0
2746,"16 E 46th StNew York, NY 10017",40.755387,-73.978104,Wolfgang;s Steakhouse,7.0
2747,"536 W 28th StNew York, NY 10001",40.751302,-74.0035,Robert's Steakhouse,8.0
2748,"1221 Avenue Of The AmericasNew York, NY 10020",40.759409000000005,-73.98222,Del Frisco's Double Eagle Steak House,9.0
2749,"23 E 40th StNew York, NY 10017",40.751499,-73.97993100000001,Benjamin Prime,9.0
2750,"15 W 44th StNew York, NY 10036",40.755324,-73.98068,Strip House,8.0
2751,"72 W 36th StNew York, NY 10018",40.750679,-73.986467,Keens Steakhouse,8.0
2752,"72 W 36th StNew York, NY 10018",40.750679,-73.986467,Keens Steakhouse,8.0
2753,"1000 Harbor BlvdWeehawken, NJ 07086",40.75942,-74.022887,Ruth's Chris Steak House,8.0
2754,"797 3rd AveNew York, NY 10022",40.755221999999996,-73.970972,Smith & Wollensky,7.0
2755,"4 Park AveNew York, NY 10016",40.746878,-73.98194699999999,Wolfgang's Steakhouse,8.0
2756,"210 E 46th StNew York, NY 10017",40.753029999999995,-73.972329,Sparks Steak House,7.0
2757,"109 E 56th StNew York, NY 10022",40.760785999999996,-73.970371,American Cut Midtown,7.0
2758,"210 E 46th StNew York, NY 10017",40.753029999999995,-73.972329,Sparks Steak House,7.0
2759,"210 E 46th StNew York, NY 10017",40.753029999999995,-73.972329,Sparks Steak House,7.0
2760,"109 E 56th StNew York, NY 10022",40.760785999999996,-73.970371,American Cut Midtown,7.0
2761,"200 E 54th StNew York, NY 10022",40.757956,-73.968574,Wolfgangs Steakhouse,7.0
2762,"56 9th AveNew York, NY 10011",40.7412,-74.004762,Old Homestead Steak House,7.0
2763,"56 9th AveNew York, NY 10011",40.7412,-74.004762,Old Homestead Steak House,7.0
2764,"261 Water StNew York, NY 10038",40.708345,-74.001489,MarkJoseph Steakhouse,8.0
2765,"315 W 36th StNew York, NY 10018",40.754057,-73.99335,Staghorn Steakhouse,7.0
2766,"1 E 161st StBronx, NY 10451",40.828773,-73.925658,NYY Steak - Yankee Stadium,7.0
2767,"536 W 28th StNew York, NY 10001",40.751302,-74.003548,Robert's Steakhouse,8.0
2768,"26 Little W 12th StNew York, NY 10014",40.739767,-74.0072,STK Downtown,7.0
2769,"339-A 2nd StBrooklyn, NY 11215",40.673888,-73.983,Benchmark,7.0
2770,"363 Greenwich StNew York, NY 10013",40.719087,-74.0099,American Cut,8.0
2771,"32 W 37th StNew York, NY 10018",40.750828999999996,-73.9849,Frankie & Johnnie's Steak House,7.0
2772,"10 Columbus CirNew York, NY 10019",40.768923,-73.98263,Porter House Bar and Grill,7.0
2773,"50 Rockefeller PlzNew York, NY 10020",40.759543,-73.9783,Del Frisco's Grille,8.0
2774,"10702 70th RdForest Hills, NY 11375",40.639909,-73.986645,Aged Restaurant and Bar,5.0
2775,"233 W 49th StNew York, NY 10019",40.761398,-73.9856,E&E Grill House,8.0
2776,"26 Little W 12th StNew York, NY 10014",40.739767,-74.007265,STK Downtown,7.0
2777,"26 Little W 12th StNew York, NY 10014",40.739767,-74.007265,STK Downtown,7.0
2778,"67th St & Central Park WNew York, NY 10023",40.77245,-73.9774,Tavern on the Green,6.0
2779,"2145 2nd AveNew York, NY 10029",40.793452,-73.9404,Ricardo Steak House,8.0
2780,"3940 Bell BlvdBayside, NY 11361",40.764184,-73.7716,Uncle Jack's Steakhouse,7.0
2781,"318 5th AveBrooklyn, NY 11215",40.673162,-73.983298,Carnem Prime Steakhouse,8.0
2782,"250 W 41st StNew York, NY 10036",40.756091999999995,-73.9894,Wolfgang's Steakhouse,6.0
2783,"7 W 51st StNew York, NY 10019",40.75972,-73.9774,NYY Steak,8.0
2784,"56 Beaver StNew York, NY 10004",40.704916,-74.010419,Delmonico's,7.0
2785,"131 E 54th StNew York, NY 10022",40.759318,-73.9709,Bobby Van's Steakhouse,7.0
2786,"131 E 54th StNew York, NY 10022",40.759318,-73.970908,Bobby Van's Steakhouse,7.0
2787,"230 Park AvenueNew York, NY 10169",40.754376,-73.97556,Bobby Van's Steakhouse,7.0
2788,"551 5th AveNew York, NY 10017",40.755075,-73.978576,Morton's The Steakhouse,8.0
2789,"943 Coney Island AveBrooklyn, NY 11230",40.634446000000004,-73.9669,Atlas Steakhouse,7.0
2790,"240 E 58th StNew York, NY 10022",40.760062,-73.9655,Club A Steakhouse,9.0
2791,"9519 3rd AveBrooklyn, NY 11209",40.616528,-74.0335,Embers,7.0
2792,"44 W 56th StNew York, NY 10019",40.762982,-73.9766,Uncle Jack's Steakhouse - Midtown,7.0
2793,"440 9th AveNew York, NY 10001",40.753671000000004,-73.995492,Uncle Jack's Steakhouse - Westside,7.0
2794,"178 BroadwayBrooklyn, NY 11211",40.709945000000005,-73.962478,Peter Luger Steak House,8.0
2795,"1 Hanover SqNew York, NY 10004",40.704614,-74.009734,Harry's Cafe & Steak,8.0
2796,"4108 23rd AveAstoria, NY 11105",40.7704,-73.9072,Christos Steak House,8.0
2797,"24-15 Steinway StAstoria, NY 11103",40.768671999999995,-73.911078,Cairo Steakhouse,6.0
2798,"331 W BroadwayNew York, NY 10013",40.722249,-74.0037,Il Mulino Prime,6.0
2799,"232 E 43rd StNew York, NY 10017",40.750605,-73.9721,Pietros Ristorante,8.0
2800,"447 Lexington AveNew York, NY 10017",40.753113,-73.97452,Davio's Northern Italian Steakhouse,8.0
2801,"3223 Quentin RdBrooklyn, NY 11234",40.613312,-73.9392,T Fusion Steakhouse,8.0
2802,"1306 40th StBorough Park, NY 11218",40.828134999999996,-74.097317,The Loft Steakhouse,9.0
2803,"5123 18th AveBrooklyn, NY 11204",40.626548,-73.9823,Glatt A La Carte,8.0
2804,"550 Madison AveNew York, NY 10022",40.761523,-73.9733,Prime Grill,6.0
2805,"10 E 48th StNew York, NY 10017",40.756828000000006,-73.977375,Wolf & Lamb Steakhouse,7.0
2806,"40 Broad StNew York, NY 10004",40.705908,-74.011808,Reserve Cut,8.0
2807,"668 Amsterdam AveNew York, NY 10025",40.792075,-73.97215899999999,Talia's Steakhouse & Bar,5.0
2808,"603 W 45th StNew York, NY 10036",40.762803000000005,-73.996975,Robert's Steakhouse,8.0
2809,"320 West 46th StNew York, NY 10036",40.759956,-73.9889,Frankie & Johnnie's Steakhouse,7.0
2810,"13 E 12th StNew York, NY 10003",40.73446,-73.9933,Strip House,8.0
2811,"52 E 41st StNew York, NY 10017",40.7518,-73.9789,Benjamin Steakhouse,8.0
2812,"250 W 50th StNew York, NY 10019",40.761846999999996,-73.9858,Palm Restaurant,7.0
2813,"1416 River RdEdgewater, NJ 07020",40.842707,-73.968681,The River Palm Terrace,7.0
2814,"206 West StNew York, NY 10282",40.716536,-74.0127,Palm Restaurant,7.0
2815,"840 2nd AveNew York, NY 10017",40.751453000000005,-73.9706,Palm Too,7.0
2816,"333 E 60th StNew York, NY 10022",40.760664,-73.962311,Primal Cut,6.0
